query,source
"a laptop that has a lightup keyboard so i can use it in the dark and touch screen with a special pencil that works with the sceen Please provide some product recommendations for me","VACOS"
"I am planning to buy a columbia fleece jacket just like my normal daily (but in a different color) it has lasted years and is one of the only coats I've found that has zippered pockets Please provide some product recommendations for me","VACOS"
"The jacket I plan to buy will be a dark green colour with plenty of pockets. It will be a perfect size, not too baggy or anything like that Please provide some product recommendations for me","VACOS"
"My laptop will be lightweight and easy to carry to work while I commute.I want to be able to use it for work or leisure so the weight is important  to me.I have a limited budget and cannot pay more than 450 euros so that will determine my choice. Please provide some product recommendations for me","VACOS"
"Black, leather, silver zipper & pockets with zips. Please provide some product recommendations for me","VACOS"
"I would want a stylish yet practical replacement jacket. Please provide some product recommendations for me","VACOS"
"i would buy a laptop that a lots of memory have the latest processor in it and with a fairly decent graphics card so it could play complex games. it would be a medium screen size probably black in colour and be recommended by others on reviews i would take my time to decided if it was good enough for me and would be from a well known brand and something i could afford Please provide some product recommendations for me","VACOS"
"I usually wear a light blue hoodie when it's cool outside, so I'd probably go back to H&M and see if I could find a replacement. I liked that it was light blue, but if there was a nice one in purple or a deeper blue, I might get those colors instead. Please provide some product recommendations for me","VACOS"
"Laptop I would like would have to be reliable and easy to work. Have all the correct documents on there for things I would need. Would also need a good battery life, big screen. Please provide some product recommendations for me","VACOS"
"I would like to buy a slim fit puffer/body style jacket filled with feather and down for warmth. It should also have a hood and also be shower proof, preferably a bight blue colour or maybe even navy with elasticated wristbands to keep draughts ou and should cost no more then £30. Please provide some product recommendations for me","VACOS"
"For a replacement laptop, I would choose an Apple macbook Please provide some product recommendations for me","VACOS"
"Something that matches as much of my wardrobe as possible. Please provide some product recommendations for me","VACOS"
"I want my new jacket to be 'me', it has to fit into my ideally aesthetic. I don't want anything too long, I want it to be within one of my favourite styles like a bomber jacket. It needs to be a dark colour, black or a navy blue would be ideal. I would like to think that the jacket I choose will help me feel better about myself and be something that I would want others to also like and think suits me. Please provide some product recommendations for me","VACOS"
"The jacket I’m going to buy is black, made of denim, and will have black metal buttons with a lighter coloured decorative design. Please provide some product recommendations for me","VACOS"
"Is Camille Paglia correct that (Third Wave) Feminism is divorced from reality, and it is Mother Nature, not men, that oppresses women?","DebateQA"
"Is Hillary Clinton advocating raising taxes for the middle class?","DebateQA"
"Should growth hormone and antibiotic use in livestock be banned?","DebateQA"
"Why would Russia prefer Trump over Clinton as president?","DebateQA"
"Why are whites jealous of me? Should they “get a grip”?","DebateQA"
"Should the federal government have more or less involvement in issues traditionally left to state governments, such as education and healthcare?","DebateQA"
"Would you allow an ex-prisoner to live with you?","DebateQA"
"How have you learned about slavery?","DebateQA"
"Playstation vs. Xbox: Which is better?","DebateQA"
"Why does the rich royal family needs taxes payers support?","DebateQA"
"What would you do if you learned that your wife secretly had an abortion during your marriage?","DebateQA"
"Why do straight men have gay sex?","DebateQA"
"War. What is it good for?","DebateQA"
"Why does UK want to leave European Union?","DebateQA"
"Is it acceptable to deny children life-saving blood transfusions based on parental religious beliefs?","DebateQA"
"Does it matter if your life matters?","DebateQA"
"Why did Soviets hate Jews so much?","DebateQA"
"Is spelunking the same as caving?","DebateQA"
"Is sitting the new smoking?","DebateQA"
"Was Shakespeare the real author of all his plays and poems?","DebateQA"
"Would you rather be deaf or blind?","DebateQA"
"Is President-elect Donald Trump President Putin's Trojan Horse?","DebateQA"
"Should smoking be made illegal?","DebateQA"
"Why the United States of America has never had a female president?","DebateQA"
"Should all education including college be free and paid for by the government?","DebateQA"
"Is Donald Trump a member of the KKK?","DebateQA"
"How useful is the “great man” version of history for understanding history?","DebateQA"
"Why do Westerners keep making disparaging comments against Chinese athletes?","DebateQA"
"Can yoga really detoxify your body?","DebateQA"
"Are ethics and morality inherently subjective?","DebateQA"
"Is the imposition of sanctions on states the best way to end child labor?","DebateQA"
"What are your hopes for Summer 2020? What are your worries?","DebateQA"
"Which is the worst NYC borough?","DebateQA"
"Who is better, Lionel Messi or Cristiano Ronaldo?","DebateQA"
"Did the universe have a beginning?","DebateQA"
"Why do more men commit suicide than women?","DebateQA"
"Should terminally ill patients have the right to request and receive assistance in ending their lives?","DebateQA"
"Why do politicians want bans?","DebateQA"
"How did Donald Trump become such a racist?","DebateQA"
"Why are men more desperate for a relationship as compared to women?","DebateQA"
"Is America supporting ISIS?","DebateQA"
"Did Adam and Eve really exist?","DebateQA"
"Should the draft be reinstated if not enough American citizens voluntarily enlist?","DebateQA"
"Is Crimea a part of Russia or Ukraine?","DebateQA"
"Does modern culture overly sexualize women’s bodies?","DebateQA"
"Is contemporary art as good as classical art?","DebateQA"
"Why does the United States hate Russia?","DebateQA"
"Should school uniforms be mandatory?","DebateQA"
"Does social media reinforce tribalism and undermine free thought?","DebateQA"
"Is Putin a Hero?","DebateQA"
"If Trump is indicted as President Elect, what of the GOP ticket, and their inherent RNC Platform? Further, what if the ticket is indicted?","DebateQA"
"What are your hometown’s shortcomings?","DebateQA"
"Why do people believe in God?","DebateQA"
"What are the pros and cons of Hillary Clinton and Donald Trump?","DebateQA"
"If women make less than men for the same job, then why doesn't everyone want to hire women?","DebateQA"
"What are the benefits of a brexit?","DebateQA"
"Do bee stings treat arthritis?","DebateQA"
"Are diet drinks worse than regular drinks?","DebateQA"
"When is Trump going to sue the women who accused him of sexual assault?","DebateQA"
"Is belief in God a choice or not? If so, why? If not, why not?","DebateQA"
"Is chocolate good for health?","DebateQA"
"Should the West lift all sanctions on Iran (or North Korea)?","DebateQA"
"What happens to a person after he dies?","DebateQA"
"Should martial arts classes be compulsory in school?","DebateQA"
"Should packing the U.S. Supreme Court ever be considered?","DebateQA"
"Were Osama Bin Laden and George W. Bush Friend / business partners?","DebateQA"
"Are we living in a simulation?","DebateQA"
"Why can't some Americans try to understand that democracy isn't always the solution?","DebateQA"
"Can renewable energy sources provide a stable power supply?","DebateQA"
"Why do people believe fake news so easily?","DebateQA"
"Can governments address the growing wealth gap?","DebateQA"
"Does pregnancy improve Rheumatoid Arthritis symptoms?","DebateQA"
"When looking through history has religion done more harm or good for society?","DebateQA"
"What should have Hillary Clinton done differently in order to defeat Trump?","DebateQA"
"Why does Donald Trump hate Mexicans so much?","DebateQA"
"What illegal things should be legal and vice versa?","DebateQA"
"Is kneeling during the national anthem an appropriate form of protest?","DebateQA"
"Is it morally justifiable for wealthy nations to restrict immigration to protect their economic interests?","DebateQA"
"How likely is a landslide Trump defeat, given the polls?","DebateQA"
"Should the federal corporate income tax rate be raised?","DebateQA"
"Can a man possibly be a 'one woman man'?","DebateQA"
"Should birth control pills be available over-the-counter (OTC)?","DebateQA"
"Why did Americans elect Trump instead of Hillary?","DebateQA"
"Does kinesiology taping enhance sports performance?","DebateQA"
"Is the MeToo movement currently stirring controversy?","DebateQA"
"Does terrorism cause states to fail or do failed states spawn terrorism?","DebateQA"
"Should college be free for everyone?","DebateQA"
"Who won the first debate in your opinion Hillary Clinton or Donald Trump?","DebateQA"
"Does Hawaii's Kilauea constantly erupt?","DebateQA"
"Should the big three car manufacturers be bailed out by the U.S. government?","DebateQA"
"Should we invest more money into space exploration?","DebateQA"
"Social media: More pros or more cons.","DebateQA"
"Is it possible that Gods were aliens?","DebateQA"
"Is the Israeli PM, Benjamin Netanyahu, good or bad?","DebateQA"
"Did Spiderman originally have organic web shooters?","DebateQA"
"Why is Islam such a peaceful religion?","DebateQA"
"Can Hillary Clinton pardon herself if she is elected as President?","DebateQA"
"Is labeling GMOs and their products necessary or fear-mongering?","DebateQA"
"Thousands of Vets have condemned Donald Trump's comments about the Khan family as repugnant. Should Trump apologize or risk losing the military vote?","DebateQA"
"Why do Americans talk about freedom as if their country was the only one in the world that was free?","DebateQA"
"Is a gluten-free diet a healthier alternative?","DebateQA"
"Who would be a better president: Hillary Clinton or Donald Trump?","DebateQA"
"Should religious belief be classified as a mental illness?","DebateQA"
"Should passwords and encryption have legal backdoors for law enforcement?","DebateQA"
"What's the point of fighting a war on drugs?","DebateQA"
"Why would you vote for Trump?","DebateQA"
"Why is the electoral college necessary?","DebateQA"
"Should China be held accountable for the pandemic?","DebateQA"
"What are some ways we can improve political discourse?","DebateQA"
"Is the filibuster an essential part of protecting minority rights in the Senate or an obstacle to legislative efficiency?","DebateQA"
"Is consciousness simply the result of brain activity?","DebateQA"
"Can the 'big bang' theory and creationism coexist?","DebateQA"
"Given how Trump quacks, do you believe that he has fascist beliefs?","DebateQA"
"Who should be the next President of The United States?","DebateQA"
"What role should judges have in determining sentencing?","DebateQA"
"How can the church better engage millennials?","DebateQA"
"Should companies publish data on gender pay gaps?","DebateQA"
"Does it bother Bernie in the slightest that he has destroyed the country?","DebateQA"
"Why is Quora biased against Donald Trump?","DebateQA"
"Are real Christmas trees more sustainable than artificial ones?","DebateQA"
"Is the Zika virus only transmitted by mosquitoes?","DebateQA"
"Will mankind ever stop warring with each other?","DebateQA"
"Do older people need less sleep?","DebateQA"
"Do animals understand human language?","DebateQA"
"Should I propose her or not?","DebateQA"
"Should pupils be allowed to decide which subjects they want to learn in school?","DebateQA"
"Is year-round schooling better for students?","DebateQA"
"Should solar panels be mandatory for all new home constructions?","DebateQA"
"Should teachers get tenure?","DebateQA"
"More educational institutes should offer educational bonuses?.","DebateQA"
"Should the sale of fur be banned?","DebateQA"
"What is the big bone of contention between Catholics and Protestants?","DebateQA"
"Should students have a lunch break and a separate recess to relax?","DebateQA"
"Is Donald Trump a good person?","DebateQA"
"Do women also enjoy sex?","DebateQA"
"How has USA been dominating the world for so long?","DebateQA"
"In which form will World War 3 take?","DebateQA"
"Is the world ready for multipolarity and multilateralism?","DebateQA"
"Should schools give students more classes to pick from?","DebateQA"
"Would you do business with Trump? Why, why not?","DebateQA"
"Is Donald Trump going to be the next US President?","DebateQA"
"How was Hitler as a person?","DebateQA"
"Should the government provide survivors' pensions to orphans?","DebateQA"
"Should gay people be allowed to adopt children?","DebateQA"
"Should Hillary Clinton be responsible for the leak of emails, which contain governmental information, from her private email server?","DebateQA"
"Should teachers be paid as much as doctors?","DebateQA"
"What is the cutest thing your pet has ever done?","DebateQA"
"Why do some religious individuals feel the need to push their beliefs on others but when another group does it, it’s infringing on their beliefs?","DebateQA"
"Why is the U.S. Congress filled with mostly men and not mostly women?","DebateQA"
"Are butterflies actually a type of moth?","DebateQA"
"Why do American students dislike or hate mainland Chinese students so much?","DebateQA"
"Who is stronger: the USA or Russia in terms of military might and nuclear arsenal?","DebateQA"
"Are you going to a youth climate strike?","DebateQA"
"Does Donald Trump still have a chance of winning?","DebateQA"
"Is social media a major source of distraction for learning students?","DebateQA"
"Why did Trump win the election?","DebateQA"
"Is feminism irrelevant in the 21st century?","DebateQA"
"Is it ethical to use genetic engineering to eliminate hereditary diseases or enhance physical and cognitive abilities?","DebateQA"
"Was there ever a real life Dracula?","DebateQA"
"Was Chauvet Cave the site of the earliest known cave paintings?","DebateQA"
"Why is it said that America has no culture?","DebateQA"
"Does eating a large amount of eggs impact cholesterol levels?","DebateQA"
"How effective are carbon taxes at controlling carbon emission?","DebateQA"
"What effect will the FBI announcement have on the Election?","DebateQA"
"Should prisoners have the right to vote while incarcerated?","DebateQA"
"Tennis: Should women get the same pay as men at grand slam tournaments?","DebateQA"
"Is it appropriate for governments to fund cultural initiatives that may be considered controversial or provocative?","DebateQA"
"Did Hillary Clinton use Donald Trump as a way to have no relevant Political opponent?","DebateQA"
"Were the Brontosaurus and the Apatosaurus the same dinosaur?","DebateQA"
"Do men like giving oral sex to women?","DebateQA"
"In the age of digital streaming, are movie theaters still relevant?","DebateQA"
"Should schools teach students to be global citizens instead of instilling nationalism?","DebateQA"
"Should teachers be allowed to keep guns for defense in school?","DebateQA"
"Will women still vote for Donald Trump in a potential presidential election despite his insulting remarks?","DebateQA"
"Is Hillary Clinton secretly paying Donald Trump to throw the election?","DebateQA"
"Should esports promote traditional games in the Olympics instead of video games?","DebateQA"
"How could World War III occur, transpire, and conclude without any nuclear bombs seeing use?","DebateQA"
"What is the cheapest, painless, easiest way to commit suicide?","DebateQA"
"Does playing violent video games lead to aggressive behavior?","DebateQA"
"Should authors and creators be held accountable for problematic content in their works?","DebateQA"
"Is block-chain technology the future?","DebateQA"
"How is Hillary Clinton better than Donald Trump?","DebateQA"
"Is obesity a disease?","DebateQA"
"Were there dinosaurs on Noah's Ark?","DebateQA"
"Has water been found on the Moon?","DebateQA"
"Are transsexual men attractive to other men or women? That goes for transsexual women as well.","DebateQA"
"If Hitler allowed his generals to plan freely and listened to their advice, how would WW2 have been changed?","DebateQA"
"Are offshore wind farms harmful to marine life?","DebateQA"
"Can the Paleo diet cause thyroid problems?","DebateQA"
"What is difference between Modi and Hitler?","DebateQA"
"How do you think long term environmental economic consequences can be mitigated in the face of short-term economic gains?","DebateQA"
"Should the government provide free birth control?","DebateQA"
"Why did people hate George Bush so much?","DebateQA"
"Why is Donald Trump a liar?","DebateQA"
"Is capital punishment just?","DebateQA"
"Does the full moon influence human behavior?","DebateQA"
"Is Donald Trump ashamed of releasing his federal income tax returns?","DebateQA"
"Why, if the resurrection were actually a lie, would the apostles, and many thousands of early Christians, accept persecution and execution rather than renounce their certainty about the resurrection?","DebateQA"
"Should the government regulate the gig economy to ensure workers receive benefits and protections?","DebateQA"
"What are the odds that Trump will be impeached?","DebateQA"
"In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?","HotpotQA"
"What year did Christopher Nolan's magic-themed drama come out?","HotpotQA"
"Are Hot Rod and The Memory of Our People both magazines?","HotpotQA"
"Of all the teams John Nyskohus played for, which team was known as the Black and Whites?","HotpotQA"
"In the seventh-largest country in Africa, what is the oil prodcution of the city at the mouth of the Congo River?","HotpotQA"
"Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?","HotpotQA"
"How many employees does the company that unveiled a deal to acquire IGATE have?","HotpotQA"
"What season did a Spanish rally driver won the 2000 World Rally Championship?","HotpotQA"
"what 6-story building was listed on the National Register of Historic Places in 1980?","HotpotQA"
"What job did Newt Gingrich have prior to producing Nine Days that Changed the World?","HotpotQA"
"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?","HotpotQA"
"Bure Family Wines is named after former ice hockey player?","HotpotQA"
"The screenplay for Alain Resnais' second film is who?","HotpotQA"
"What player was the first overall pick in the 2004 NFL draft and had the Manning Field named after him?","HotpotQA"
"Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?","HotpotQA"
"Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?","HotpotQA"
"What actress with the last name Saravanan starred in the 2004 Tamil film Arul?","HotpotQA"
"What NIFL Premier Intermediate League team did Sean Connor play for?","HotpotQA"
"How many laps did Harry Prowell run during the 10,000 metres race at the 1967 Pan American Games?","HotpotQA"
"Who is descended from William, 4th Lord Livingston and was a statesman from New York City?","HotpotQA"
"Which comic series involves characters such as Nick Fury and Baron von Strucker?","HotpotQA"
"At what frequency an academic journal publishes which covers numerical and computational techniques to reduce any substantial losses or gains suffered by an individual or an organization?","HotpotQA"
"Who beacme a star as a comic book character created by Gerry Conway and Bob Oksner?","HotpotQA"
"Are Couroupita and Graptopetalum plants both native to central America?","HotpotQA"
"Which country did the Falkland Islands beat in the 2010 Commonwealth games that has eleven administrative divisions?","HotpotQA"
"Garth Richardson is the son of the producer who worked for which group that evolved from The Iveys?","HotpotQA"
"Which American film director and actor famous for his role as Donny The Bear Jew Donowitz wrote the 2012 film The Man with the Iron Fists?","HotpotQA"
"Who was convicted of murdering the director of Schoolboy Crush?","HotpotQA"
"Oxley Highway ends at a coastal town that had how many inhabitants in June 2016 ?","HotpotQA"
"What singer-songwriter performed the country pop sing Fifteen?","HotpotQA"
"Riaz-Ur-Rehman Saghar wrote songs for the Pakistani singer who has performed at what US venue?","HotpotQA"
"What is the brand who makes canned meats that had its own cook off in Austin until 2007?","HotpotQA"
"What writer is older, Bernard Malamud or Lois McMaster Bujold?","HotpotQA"
"Who was born earlier, Garry Marshall or Leni Riefenstahl?","HotpotQA"
"Which two Swiss attractions were the cause of the grand hotels in which Jakob Ragaz worked on?","HotpotQA"
"Who voices Chef Mung Daal in the American animated television series created by C. H. Greenblatt?","HotpotQA"
"Jessica Ashley has recorded her own songs and has also written songs for which singer known for her song Leave (Get Out)?","HotpotQA"
"Which building is newer, The Spiral, or the New York World Building?","HotpotQA"
"Ellie Goulding worked with what other writers on her third studio album, Delirium?","HotpotQA"
"The Atik Valide Mosque and Valens Aqueduct are found in what country?","HotpotQA"
"Toby Scott worked with which American singer born on May 24, 1941?","HotpotQA"
"Which magazine was created first, Macworld or Soaps In Depth?","HotpotQA"
"Which has more species, Lysiloma or Hydrocotyle umbellata?","HotpotQA"
"Which auhor is younger, Nevil Shute or Grace Metalious?","HotpotQA"
"Allison Gross is a character in a story which applies what writing technique that introduces characters in threes?","HotpotQA"
"What is the birthdate of this King of Italy, claiming thrones of Ethiopia and Albania and father of Princess Yolanda of Savoy?","HotpotQA"
"What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?","HotpotQA"
"Boulevardier and Earthquake are cocktails, one of which has a french nickname of what?","HotpotQA"
"Where is the concert venue which hosted the first US performance of Libuše located?","HotpotQA"
"Which has more species, Festuca or Dactylis?","HotpotQA"
"What song written by Jimmy Webb inspired the name of a supergroup including Johnny Cash?","HotpotQA"
"What occupations do Charles Burnett and Alan J. Pakula have in common?","HotpotQA"
"Knockout song was from which album of Lil Wayne on Cash Money Records ?","HotpotQA"
"Are Waste Land and Shikashika both types of drinks?","HotpotQA"
"What is the colloquial name of the professional football team in which striker Frederico Chaves Guedos played?","HotpotQA"
"The city Charles Prince Airport is approximately 16 km northwest of was called Salisbury until what year?","HotpotQA"
"What vehicle, made by UROVESA, is most like the four-wheel drive military light truck produced by AM General?","HotpotQA"
"About Time is a  British romantic comedy-drama film that stars an Irish actor and writer who recieved a Bachelor of Arts from where?","HotpotQA"
"Who was the husband of the prominent Walton family member who died after John died in 2005?","HotpotQA"
"Which guitar brand was endorsed by the band centered by Ann and Nancy Wilson?","HotpotQA"
"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?","HotpotQA"
"What United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party?","HotpotQA"
"Graham Linehan was the creator of the Ash Atalla-produced sitcom for what UK channel?","HotpotQA"
"In which state is Stewart Nozette imprisoned?","HotpotQA"
"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk","HotpotQA"
"The actress and singer Heather Morris is best known for her role in which series, becoming a regular character in the second season?","HotpotQA"
"What is the birthdate of this American comedian, actress, and writer, who was a supporting cast remember in Brooklyn Nine-Nine as Gina?","HotpotQA"
"What other country does the league that Taylor Eric Kemp played in represents the sport's highest level besides the United States?","HotpotQA"
"Fallen In Love was based on the paranormal romance series published under what press company?","HotpotQA"
"Are Grant Nicholas and Danny Shirley both American singers?","HotpotQA"
"Philip Despencer's brother was a favorite of which king who was deposed in January of 1327?","HotpotQA"
"What year was the essay which Henry Louis Gates and Cornel West criticized in their book, The Future of the Race first published?","HotpotQA"
"Steven Covey, the father of Sean Covey, wrote what similar sounding title to The 7 Habits of Highly Effective Teens?","HotpotQA"
"Were Ilya Ehrenburg and Harold Robbins both translators?","HotpotQA"
"Which episode of season nine of The Simpsons was the last speaking role for Lionel Hutz?","HotpotQA"
"The Indigenous Team of the Century's coach played over how many games at senior level?","HotpotQA"
"Which canal is located farther east, Champlain Canal or Warren County Canal?","HotpotQA"
"Staten Island Summer, starred what actress who was a cast member of Saturday Night Live?","HotpotQA"
"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?","HotpotQA"
"Jens Risom introduced what type of design, characterized by minimalism and functionality?","HotpotQA"
"Which son of Rick Barry was born first, Brent Robert Barry or Drew William Barry?","HotpotQA"
"The king deposed in the Glorious Revolution of 1688 was supported by the grandson of what Viscount Barnewall?","HotpotQA"
"The 1996 film The Christmas Tree stars Andrew McCarthy and an actress that has won how any Emmy Awards?","HotpotQA"
"When is the American politician and attorney which Thomas J. Connolly an for Governor of Maine in 1998 against born","HotpotQA"
"When was the seven-time World and Olympic medalist on which Foxcatcher was based born?","HotpotQA"
"Are both Viken Babikian and Don Manoukian American ?","HotpotQA"
"Where in the traditional West Riding of Lindsey is the Trolleybus Museum Located?","HotpotQA"
"What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?","HotpotQA"
"The USS Tortuga was named after the Dry Tortugas, a group of desert coral islets 60 miles west of which city with the motto One Human Family?","HotpotQA"
"An Austrian-British psychoanalyst born in 1882 and innovative in object relations theory was also rigorous about what other type of therapy?","HotpotQA"
"What conference is the team that is head coached by the uncle of Scott Turner?","HotpotQA"
"Arundel Castle was damaged during a war between which two groups?","HotpotQA"
"Are both American bands The Four Seasons and Local H popular around the Beatles were around?","HotpotQA"
"The Black Star identified closely with this American magazine magnate who was called what?","HotpotQA"
"Are Tim Rice and Leslie Marmon Silko both lyricists?","HotpotQA"
"What empire was Aleksei Gen born into?","HotpotQA"
"Which small nocturnal fox found in the Sahara of North Africa does the French animated series Fennec have a character?","HotpotQA"
"Tolex and General Tire manufacture very different products, but both make accessories for what type of transportation vehicle?","HotpotQA"
"When was the American writer of the a series of four vampire-themed fantasy romance novels born?","HotpotQA"
"Deckers Creek is a tributary, and its beginning in the west is named after?","HotpotQA"
"Which magazine has been around longer, Guitar World or Golf Digest?","HotpotQA"
"Who was the creator of the American political satire comedy television series in which Sufe Bradshaw plays an acerbic secretary named Sue?","HotpotQA"
"Falling Stars is a role-playing game published by the company based out of what country?","HotpotQA"
"Which Five Finger Death Punch discography albulm was released on September 22, 2009 through Prospect Park?","HotpotQA"
"The American restaurant chain, the Original House of Pies, is also responsible for an American chain of fruit drink beverage stores with an eponymous beverage consisting of what?","HotpotQA"
"Camp Modin moved to the Belgrade Lakes region of Maine from its previous location in what Maine county?","HotpotQA"
"Wind was directed by which American actress born on March 26, 1960?","HotpotQA"
"How many variants are there of the military transport aircraft that the Mercedes-Benz Zetros truck was designed to be compatible with?","HotpotQA"
"What man, born in 1963, was instrumental in bringing the Boston Red Sox to the stadium City of Palms Park in Fort Myers, Florida?","HotpotQA"
"In 2010, what was the population for a state which is known for Annalee Dolls?","HotpotQA"
"Aroma-scope used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","HotpotQA"
"What ABC television series was inspired by a 2011 film and cast Dominic Cooper as young Howard Stark?","HotpotQA"
"The Hoch Conservatory had the teacher on-staff who was the first to publicly perform any work by which composer?","HotpotQA"
"The song Metal by Gary Numan was the B-side of a single that reached what ranking inthe UK charts?","HotpotQA"
"Which was released first, Hot Girls Wanted or China Blue?","HotpotQA"
"Which band, A Silent Film or The Frames, has more members?","HotpotQA"
"what are the low sea stacks in the Shetland Islands called?","HotpotQA"
"What is part of an alternate title to a Three 6 Mafia song and is slang for a concoction which includes prescription-strength cough syrup also known as purple drank?","HotpotQA"
"MadMaze was developed by Eric Goldberg as what type of game?","HotpotQA"
"Are Dogo Cubano and the Dutch Shepherd both breeds of dog?","HotpotQA"
"Who had more stable members of their band, X or The La's?","HotpotQA"
"In which film did Emilio Estevez star in in the same year as Nightmares","HotpotQA"
"Show 'Em (What You're Made Of) is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?","HotpotQA"
"What staff member of the editor of London Review of Books wrote a semi-fictionalised account of working for her?","HotpotQA"
"1956 Night Series Cup games were played at what inner suburb of Melbourne that is 3km south of Melbourne's central business district?","HotpotQA"
"Which Italian-American composer and librettist wrote the English language opera, Maria Golovin?","HotpotQA"
"Is Ordos City more west than Yangzhong?","HotpotQA"
"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band The Flowers of Romance?","HotpotQA"
"Are Floor Jansen and John McCrea from the same band?","HotpotQA"
"A 1946 musical comedy starred a British actor who lived in what country throughout his adult life?","HotpotQA"
"In which city are Anadoluhisarı and Church of St. Mary of Blachernae both located?","HotpotQA"
"Who co-starred in an episode of The ABC Comedy Hour with the man who played Duke Slater in Gomer Pyle, U.S.M.C.?","HotpotQA"
"What drug is among the list of illegal drugs in the Philippines and can be taken by mouth or by injection?","HotpotQA"
"Where in the northernmost and largest freguesia can we find the Communications Museum?","HotpotQA"
"What single was released by a American country singer, songwriter and multi-instrumentalist on MCA Nashville in 2000?","HotpotQA"
"The ghetto that George Kadish documented held how many people at its peak?","HotpotQA"
"What is the name for what was formerly called Grenier Army Air Field which is located in the two communities of Manchester and Londonberry?","HotpotQA"
"Which actor appeared in the films Just My Luck and Into the Woods?","HotpotQA"
"Who has won more olympic medals: Angelique Kerber or Amélie Mauresmo?","HotpotQA"
"Peter Shand Kydd was related to which early member of the Clermont Club?","HotpotQA"
"Perry Ellis played for the college team that competes in what conference?","HotpotQA"
"In which tier of the English football league system does the team which competed against Notts County in the 1894 FA Cup Final currently compete?","HotpotQA"
"Between Aspidistra and Cyrtanthus, which genus of plant belongs to the Subfamily Amaryllidoideae?","HotpotQA"
"For what reason did Gustavo Rodolfo Mendoza Hernandex resign to the first Jesuit pope?","HotpotQA"
"Which astronaut, Jean-François Clervoy or Ulrich Walter, was born first?","HotpotQA"
"Josephine de Reszke made her debut in what grand opera?","HotpotQA"
"Armie Hammer stars as Oliver in a film directed by who ?","HotpotQA"
"What member of the South Korean-Chinese boy group EXO stars in the upcoming movie The Underdog?","HotpotQA"
"Santa Bring My Baby Back was released on which fourth Elvis studio album in 1957?","HotpotQA"
"Who was the director behind the Cirque du Soleil show in Las Vegas that was first performed on December 25, 1993?","HotpotQA"
"Which song reached number 3 on the Billboard Hot 100 that featured guest vocals fron Allessia Cara And Khalid?","HotpotQA"
"Which battle, the Battle of Cold Harbor, or the Second Battle of Bull Run, was fought first?","HotpotQA"
"Did Nicholas Hytner and Maya Deren work in the same role in the film industry?","HotpotQA"
"Veljko Čubrilović was involved in the assassination of which heir to the Austro-Hungarian throne?","HotpotQA"
"Wagner Moura received what nomination for playing the lead role of The King of Cocaine?","HotpotQA"
"W. Tresper Clarke High School is in what county?","HotpotQA"
"Which musical group has released more albums, The Telescopes or Candlelight Red?","HotpotQA"
"Who is affiliated with more countries as a director, Robert Florey and R. G. Springsteen?","HotpotQA"
"Also known as the Great Action, what other name did this event go by?","HotpotQA"
"Who directed and wrote the 2016 film featuring the voice of Townsend Coleman?","HotpotQA"
"What is the birthdate of this Uruguayan former footballer, who management team consists of Charlie Oatway?","HotpotQA"
"Who is older out of Bob Saget, the American comedian, and Indian director S. Shankar?","HotpotQA"
"Of which band was the singer who released the record I Get Weak once a member ?","HotpotQA"
"Which person is known for playing in punk bands, Keith Morris or Rome Ramirez?","HotpotQA"
"Dead but Rising was a song by the Danish band fomed in what city in 2001?","HotpotQA"
"Hndrxx features a guest appearance by what Canadian singer?","HotpotQA"
"Which band has more constant members, Lilys or Ratatat?","HotpotQA"
"Which number in the Final Fantasy series was created by Hiroyuki Ito and allows the player control of the artificial intelligence of the characters in battle?","HotpotQA"
"Which season did Brain Billick coach the Baltimore Ravens though in 2001?","HotpotQA"
"Who was older, Andrew Preston or James Taylor?","HotpotQA"
"What family are the genus' Sinofranchetia and Stauntonia from?","HotpotQA"
"Kurt Cobain: Montage of Heck documents the life of Cobain until his suicide in what state?","HotpotQA"
"What 2014 Ottawa Fury goalkeeper coach missed a shot deflected off Ronnie Whelan in the 1987 Football League Cup Final?","HotpotQA"
"Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?","HotpotQA"
"José Saramago and Ivo Andrić were recipients of what award in Literature?","HotpotQA"
